Processor,Status,Release Date,Cores,Max Turbo Speed,Base Speed,Cache Size
Intel Xeon Silver 4214 Processor,Launched,Q2'19,12,3.20 GHz,2.20 GHz,16.5 MB
Intel Xeon Silver 4210 Processor,Launched,Q2'19,10,3.20 GHz,2.20 GHz,13.75 MB
Intel Xeon Silver 4209T Processor,Launched,Q2'19,8,3.20 GHz,2.20 GHz,11 MB
Intel Xeon Silver 4208 Processor,Launched,Q2'19,8,3.20 GHz,2.10 GHz,11 MB
Intel Xeon Bronze 3204 Processor,Launched,Q2'19,6,1.90 GHz,1.90 GHz,8.25 MB
Intel Xeon Platinum 8180 Processor,Launched,Q3'17,28,3.80 GHz,2.50 GHz,38.5 MB
Intel Xeon Platinum 8176F Processor,Launched,Q3'17,28,3.80 GHz,2.10 GHz,38.5 MB
Intel Xeon Platinum 8176 Processor,Launched,Q3'17,28,3.80 GHz,2.10 GHz,38.5 MB
Intel Xeon Platinum 8170 Processor,Launched,Q3'17,26,3.70 GHz,2.10 GHz,35.75 MB
Intel Xeon Platinum 8168 Processor,Launched,Q3'17,24,3.70 GHz,2.70 GHz,33 MB
Intel Xeon Platinum 8164 Processor,Launched,Q3'17,26,3.70 GHz,2.00 GHz,35.75 MB
Intel Xeon Platinum 8160T Processor,Launched,Q3'17,24,3.70 GHz,2.10 GHz,33 MB
Intel Xeon Platinum 8160F Processor,Launched,Q3'17,24,3.70 GHz,2.10 GHz,33 MB
Intel Xeon Platinum 8160 Processor,Launched,Q3'17,24,3.70 GHz,2.10 GHz,33 MB
Intel Xeon Platinum 8158 Processor,Launched,Q3'17,12,3.70 GHz,3.00 GHz,24.75 MB
Intel Xeon Platinum 8156 Processor,Launched,Q3'17,4,3.70 GHz,3.60 GHz,16.5 MB
Intel Xeon Platinum 8153 Processor,Launched,Q3'17,16,2.80 GHz,2.00 GHz,22 MB
Intel Xeon Gold 6154 Processor,Launched,Q3'17,18,3.70 GHz,3.00 GHz,24.75 MB
Intel Xeon Gold 6152 Processor,Launched,Q3'17,22,3.70 GHz,2.10 GHz,30.25 MB
Intel Xeon Gold 6150 Processor,Launched,Q3'17,18,3.70 GHz,2.70 GHz,24.75 MB
Intel Xeon Gold 6148F Processor,Launched,Q3'17,20,3.70 GHz,2.40 GHz,27.5 MB
Intel Xeon Gold 6148 Processor,Launched,Q3'17,20,3.70 GHz,2.40 GHz,27.5 MB
Intel Xeon Gold 6146 Processor,Launched,Q3'17,12,4.20 GHz,3.20 GHz,24.75 MB
Intel Xeon Gold 6144 Processor,Launched,Q3'17,8,4.20 GHz,3.50 GHz,24.75 MB
Intel Xeon Gold 6142F Processor,Launched,Q3'17,16,3.70 GHz,2.60 GHz,22 MB
Intel Xeon Gold 6142 Processor,Launched,Q3'17,16,3.70 GHz,2.60 GHz,22 MB
Intel Xeon Gold 6140 Processor,Launched,Q3'17,18,3.70 GHz,2.30 GHz,24.75 MB
Intel Xeon Gold 6138T Processor,Launched,Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB
Intel Xeon Gold 6138P Processor,Launched,Q2'18,20,3.70 GHz,2.00 GHz,27.5 MB
Intel Xeon Gold 6138F Processor,Launched,Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB
Intel Xeon Gold 6138 Processor,Launched,Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB
Intel Xeon Gold 6136 Processor,Launched,Q3'17,12,3.70 GHz,3.00 GHz,24.75 MB
Intel Xeon Gold 6134 Processor,Launched,Q3'17,8,3.70 GHz,3.20 GHz,24.75 MB
Intel Xeon Gold 6132 Processor,Launched,Q3'17,14,3.70 GHz,2.60 GHz,19.25 MB
Intel Xeon Gold 6130T Processor,Launched,Q3'17,16,3.70 GHz,2.10 GHz,22 MB
Intel Xeon Gold 6130F Processor,Launched,Q3'17,16,3.70 GHz,2.10 GHz,22 MB
Intel Xeon Gold 6130 Processor,Launched,Q3'17,16,3.70 GHz,2.10 GHz,22 MB
Intel Xeon Gold 6128 Processor,Launched,Q3'17,6,3.70 GHz,3.40 GHz,19.25 MB
Intel Xeon Gold 6126T Processor,Launched,Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB
Intel Xeon Gold 6126F Processor,Launched,Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB
Intel Xeon Gold 6126 Processor,Launched,Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB
Intel Xeon Gold 5122 Processor,Launched,Q3'17,4,3.70 GHz,3.60 GHz,16.5 MB
Intel Xeon Gold 5120T Processor,Launched,Q3'17,14,3.20 GHz,2.20 GHz,19.25 MB
Intel Xeon Gold 5120 Processor,Launched,Q3'17,14,3.20 GHz,2.20 GHz,19.25 MB
Intel Xeon Gold 5119T Processor,Launched,Q3'17,14,3.20 GHz,1.90 GHz,19.25 MB
Intel Xeon Gold 5118 Processor,Launched,Q3'17,12,3.20 GHz,2.30 GHz,16.5 MB
Intel Xeon Gold 5115 Processor,Launched,Q3'17,10,3.20 GHz,2.40 GHz,13.75 MB
Intel Xeon Silver 4116T Processor,Launched,Q3'17,12,3.00 GHz,2.10 GHz,16.5 MB
Intel Xeon Silver 4116 Processor,Launched,Q3'17,12,3.00 GHz,2.10 GHz,16.5 MB
Intel Xeon Silver 4114T Processor,Launched,Q3'17,10,3.00 GHz,2.20 GHz,13.75 MB
Intel Xeon Silver 4114 Processor,Launched,Q3'17,10,3.00 GHz,2.20 GHz,13.75 MB
Intel Xeon Silver 4112 Processor,Launched,Q3'17,4,3.00 GHz,2.60 GHz,8.25 MB
Intel Xeon Silver 4110 Processor,Launched,Q3'17,8,3.00 GHz,2.10 GHz,11 MB
Intel Xeon Silver 4109T Processor,Launched,Q3'17,8,3.00 GHz,2.00 GHz,11 MB
Intel Xeon Silver 4108 Processor,Launched,Q3'17,8,3.00 GHz,1.80 GHz,11 MB
Intel Xeon Bronze 3106 Processor,Launched,Q3'17,8,,1.70 GHz,11 MB
Intel Xeon Bronze 3104 Processor,Launched,Q3'17,6,,1.70 GHz,8.25 MB
Intel Xeon Processor E7-8894 v4,Launched,Q1'17,24,3.40 GHz,2.40 GHz,60 MB
Intel Xeon Processor E7-8893 v4,Launched,Q2'16,4,3.50 GHz,3.20 GHz,60 MB
Intel Xeon Processor E7-8891 v4,Launched,Q2'16,10,3.50 GHz,2.80 GHz,60 MB
Intel Xeon Processor E7-8890 v4,Launched,Q2'16,24,3.40 GHz,2.20 GHz,60 MB
Intel Xeon Processor E7-8880 v4,Launched,Q2'16,22,3.30 GHz,2.20 GHz,55 MB
Intel Xeon Processor E7-8870 v4,Launched,Q2'16,20,3.00 GHz,2.10 GHz,50 MB
Intel Xeon Processor E7-8867 v4,Launched,Q2'16,18,3.30 GHz,2.40 GHz,45 MB
Intel Xeon Processor E7-8860 v4,Launched,Q2'16,18,3.20 GHz,2.20 GHz,45 MB
Intel Xeon Processor E7-4850 v4,Launched,Q2'16,16,2.80 GHz,2.10 GHz,40 MB
Intel Xeon Processor E7-4830 v4,Launched,Q2'16,14,2.80 GHz,2.00 GHz,35 MB
Intel Xeon Processor E7-4820 v4,Launched,Q2'16,10,,2.00 GHz,25 MB
Intel Xeon Processor E7-4809 v4,Launched,Q2'16,8,,2.10 GHz,20 MB
Intel Xeon Processor E7-8893 v3,Launched,Q2'15,4,3.50 GHz,3.20 GHz,45 MB 
Intel Xeon Processor E7-8891 v3,Launched,Q2'15,10,3.50 GHz,2.80 GHz,45 MB 
Intel Xeon Processor E7-8890 v3,Launched,Q2'15,18,3.30 GHz,2.50 GHz,45 MB 
Intel Xeon Processor E7-8880L v3,Launched,Q2'15,18,2.80 GHz,2.00 GHz,45 MB 
Intel Xeon Processor E7-8880 v3,Launched,Q2'15,18,3.10 GHz,2.30 GHz,45 MB 
Intel Xeon Processor E7-8870 v3,Launched,Q2'15,18,2.90 GHz,2.10 GHz,45 MB 
Intel Xeon Processor E7-8867 v3,Launched,Q2'15,16,3.30 GHz,2.50 GHz,45 MB
Intel Xeon Processor E7-8860 v3,Launched,Q2'15,16,3.20 GHz,2.20 GHz,40 MB 
Intel Xeon Processor E7-4850 v3,Launched,Q2'15,14,2.80 GHz,2.20 GHz,35 MB 
Intel Xeon Processor E7-4830 v3,Launched,Q2'15,12,2.70 GHz,2.10 GHz,30 MB 
Intel Xeon Processor E7-4820 v3,Launched,Q2'15,10,,1.90 GHz,25 MB 
Intel Xeon Processor E7-4809 v3,Launched,Q2'15,8,,2.00 GHz,20 MB 
Intel Xeon Processor E7-8850 v2,Launched,Q1'14,12,2.80 GHz,2.30 GHz,24 MB
Intel Xeon Processor E7-8857 v2,Launched,Q1'14,12,3.60 GHz,3.00 GHz,30 MB
Intel Xeon Processor E7-8870 v2,Launched,Q1'14,15,2.90 GHz,2.30 GHz,30 MB
Intel Xeon Processor E7-8880 v2,Launched,Q1'14,15,3.10 GHz,2.50 GHz,37.5 MB
Intel Xeon Processor E7-8880L v2,Launched,Q1'14,15,2.80 GHz,2.20 GHz,37.5 MB
Intel Xeon Processor E7-8890 v2,Launched,Q1'14,15,3.40 GHz,2.80 GHz,37.5 MB
Intel Xeon Processor E7-8891 v2,Launched,Q1'14,10,3.70 GHz,3.20 GHz,37.5 MB
Intel Xeon Processor E7-8893 v2,Launched,Q1'14,6,3.70 GHz,3.40 GHz,37.5 MB
Intel Xeon Processor E7-4890 v2,Launched,Q1'14,15,3.40 GHz,2.80 GHz,37.5 MB
Intel Xeon Processor E7-4880 v2,Launched,Q1'14,15,3.10 GHz,2.50 GHz,37.5 MB
Intel Xeon Processor E7-4870 v2,Launched,Q1'14,15,2.90 GHz,2.30 GHz,30 MB
Intel Xeon Processor E7-4860 v2,Launched,Q1'14,12,3.20 GHz,2.60 GHz,30 MB
Intel Xeon Processor E7-4850 v2,Launched,Q1'14,12,2.80 GHz,2.30 GHz,24 MB
Intel Xeon Processor E7-4830 v2,Launched,Q1'14,10,2.70 GHz,2.20 GHz,20 MB
Intel Xeon Processor E7-4820 v2,Launched,Q1'14,8,2.50 GHz,2.00 GHz,16 MB
Intel Xeon Processor E7-4809 v2,Launched,Q1'14,6,,1.90 GHz,12 MB
Intel Xeon Processor E7-2890 v2,Launched,Q1'14,15,3.40 GHz,2.80 GHz,37.5 MB
Intel Xeon Processor E7-2880 v2,Launched,Q1'14,15,3.10 GHz,2.50 GHz,37.5 MB
Intel Xeon Processor E7-2870 v2,Launched,Q1'14,15,2.90 GHz,2.30 GHz,30 MB
Intel Xeon Processor E7-2850 v2,Launched,Q1'14,12,2.80 GHz,2.30 GHz,24 MB
Intel Xeon Processor E7-8870,Discontinued,Q2'11,10,2.80 GHz,2.40 GHz,30 MB
Intel Xeon Processor E7-8867L,Discontinued,Q2'11,10,2.53 GHz,2.13 GHz,30 MB
Intel Xeon Processor E7-8860,Discontinued,Q2'11,10,2.67 GHz,2.26 GHz,24 MB
Intel Xeon Processor E7-8850,Discontinued,Q2'11,10,2.40 GHz,2.00 GHz,24 MB
Intel Xeon Processor E7-8837,Discontinued,Q2'11,8,2.80 GHz,2.66 GHz,24 MB
Intel Xeon Processor E7-8830,Discontinued,Q2'11,8,2.40 GHz,2.13 GHz,24 MB
Intel Xeon Processor E7-4870,Discontinued,Q2'11,10,2.80 GHz,2.40 GHz,30 MB
Intel Xeon Processor E7-4860,Discontinued,Q2'11,10,2.67 GHz,2.26 GHz,24 MB
Intel Xeon Processor E7-4850,Discontinued,Q2'11,10,2.40 GHz,2.00 GHz,24 MB
Intel Xeon Processor E7-4830,Discontinued,Q2'11,8,2.40 GHz,2.13 GHz,24 MB
Intel Xeon Processor E7-4820,Discontinued,Q2'11,8,2.27 GHz,2.00 GHz,18 MB
Intel Xeon Processor E7-4807,Discontinued,Q2'11,6,,1.86 GHz,18 MB
Intel Xeon Processor E7-2870,Discontinued,Q2'11,10,2.80 GHz,2.40 GHz,30 MB
Intel Xeon Processor E7-2860,Discontinued,Q2'11,10,2.67 GHz,2.26 GHz,24 MB
Intel Xeon Processor E7-2850,Discontinued,Q2'11,10,2.40 GHz,2.00 GHz,24 MB
Intel Xeon Processor E7-2830,Discontinued,Q2'11,8,2.40 GHz,2.13 GHz,24 MB
Intel Xeon Processor E7-2820,Discontinued,Q2'11,8,2.27 GHz,2.00 GHz,18 MB
Intel Xeon Processor E7-2803,Discontinued,Q2'11,6,,1.73 GHz,18 MB
Intel Xeon Processor E5-4669 v4,Launched,Q2'16,22,3.00 GHz,2.20 GHz,55 MB
Intel Xeon Processor E5-4667 v4,Launched,Q2'16,18,3.00 GHz,2.20 GHz,45 MB
Intel Xeon Processor E5-4660 v4,Launched,Q2'16,16,3.00 GHz,2.20 GHz,40 MB
Intel Xeon Processor E5-4655 v4,Launched,Q2'16,8,3.20 GHz,2.50 GHz,30 MB
Intel Xeon Processor E5-4650 v4,Launched,Q2'16,14,2.80 GHz,2.20 GHz,35 MB
Intel Xeon Processor E5-4640 v4,Launched,Q2'16,12,2.60 GHz,2.10 GHz,30 MB
Intel Xeon Processor E5-4628L v4,Launched,Q2'16,14,2.20 GHz,1.80 GHz,35 MB
Intel Xeon Processor E5-4627 v4,Launched,Q2'16,10,3.20 GHz,2.60 GHz,25 MB
Intel Xeon Processor E5-4620 v4,Launched,Q2'16,10,2.60 GHz,2.10 GHz,25 MB
Intel Xeon Processor E5-4610 v4,Launched,Q2'16,10,1.80 GHz,1.80 GHz,25 MB
Intel Xeon Processor E5-2699A v4,Launched,04'16,22,3.60 GHz,2.40 GHz,55 MB
Intel Xeon Processor E5-2699R v4,Launched,04'16,22,3.60 GHz,2.20 GHz,55 MB
Intel Xeon Processor E5-2699 v4,Launched,Q1'16,22,3.60 GHz,2.20 GHz,55 MB
Intel Xeon Processor E5-2698 v4,Launched,Q1'16,20,3.60 GHz,2.20 GHz,50 MB
Intel Xeon Processor E5-2697 v4,Launched,Q1'16,18,3.60 GHz,2.30 GHz,45 MB
Intel Xeon Processor E5-2697A v4,Launched,Q1'16,16,3.60 GHz,2.60 GHz,40 MB
Intel Xeon Processor E5-2695 v4,Launched,Q1'16,18,3.30 GHz,2.10 GHz,45 MB
Intel Xeon Processor E5-2690 v4,Launched,Q1'16,14,3.50 GHz,2.60 GHz,35 MB
Intel Xeon Processor E5-2687W v4,Launched,Q1'16,12,3.50 GHz,3.00 GHz,30 MB
Intel Xeon Processor E5-2683 v4,Launched,Q1'16,16,3.00 GHz,2.10 GHz,40 MB
Intel Xeon Processor E5-2680 v4,Launched,Q1'16,14,3.30 GHz,2.40 GHz,35 MB
Intel Xeon Processor E5-2667 v4,Launched,Q1'16,8,3.60 GHz,3.20 GHz,25 MB
Intel Xeon Processor E5-2660 v4,Launched,Q1'16,14,3.20 GHz,2.00 GHz,35 MB
Intel Xeon Processor E5-2658 v4,Launched,Q1'16,14,2.80 GHz,2.30 GHz,35 MB
Intel Xeon Processor E5-2650 v4,Launched,Q1'16,12,2.90 GHz,2.20 GHz,30 MB
Intel Xeon Processor E5-2650L v4,Launched,Q1'16,14,2.50 GHz,1.70 GHz,35 MB
Intel Xeon Processor E5-2648L v4,Launched,Q1'16,14,2.50 GHz,1.80 GHz,35 MB
Intel Xeon Processor E5-2643 v4,Launched,Q1'16,6,3.70 GHz,3.40 GHz,20 MB
Intel Xeon Processor E5-2640 v4,Launched,Q1'16,10,3.40 GHz,2.40 GHz,25 MB
Intel Xeon Processor E5-2637 v4,Launched,Q1'16,4,3.70 GHz,3.50 GHz,15 MB
Intel Xeon Processor E5-2630 v4,Launched,Q1'16,10,3.10 GHz,2.20 GHz,25 MB
Intel Xeon Processor E5-2630L v4,Launched,Q1'16,10,2.90 GHz,1.80 GHz,25 MB
Intel Xeon Processor E5-2628L v4,Launched,Q1'16,12,2.40 GHz,1.90 GHz,30 MB
Intel Xeon Processor E5-2623 v4,Launched,Q1'16,4,3.20 GHz,2.60 GHz,10 MB
Intel Xeon Processor E5-2620 v4,Launched,Q1'16,8,3.00 GHz,2.10 GHz,20 MB
Intel Xeon Processor E5-2618L v4,Launched,Q1'16,10,3.20 GHz,2.20 GHz,25 MB
Intel Xeon Processor E5-2609 v4,Launched,Q1'16,8,,1.70 GHz,20 MB
Intel Xeon Processor E5-2608L v4,Launched,Q1'16,8,1.70 GHz,1.60 GHz,20 MB
Intel Xeon Processor E5-2603 v4,Launched,Q1'16,6,,1.70 GHz,15 MB
Intel Xeon Processor E5-1680 v4,Launched,Q2'16,8,4.00 GHz,3.40 GHz,20 MB
Intel Xeon Processor E5-1660 v4,Launched,Q2'16,8,3.80 GHz,3.20 GHz,20 MB
Intel Xeon Processor E5-1650 v4,Launched,Q2'16,6,4.00 GHz,3.60 GHz,15 MB
Intel Xeon Processor E5-1630 v4,Launched,Q2'16,4,4.00 GHz,3.70 GHz,10 MB
Intel Xeon Processor E5-1620 v4,Launched,Q2'16,4,3.80 GHz,3.50 GHz,10 MB
Intel Xeon Processor E5-2699 v3,Announced,Q3'14,18,3.60 GHz,2.30 GHz,45 MB
Intel Xeon Processor E5-4669 v3,Launched,Q2'15,18,2.90 GHz,2.10 GHz,45 MB
Intel Xeon Processor E5-2438L v3,Launched,Q1'15,10,,1.80 GHz,25 MB
Intel Xeon Processor E5-1428L v3,Launched,Q1'15,8,,2.00 GHz,20 MB
Intel Xeon Processor E5-4667 v3,Launched,Q2'15,16,2.90 GHz,2.00 GHz,40 MB
Intel Xeon Processor E5-2428L v3,Launched,Q1'15,8,,1.80 GHz,20 MB
Intel Xeon Processor E5-1620 v3,Launched,Q3'14,4,3.60 GHz,3.50 GHz,10 MB
Intel Xeon Processor E5-4660 v3,Launched,Q2'15,14,2.90 GHz,2.10 GHz,35 MB
Intel Xeon Processor E5-2418L v3,Launched,Q1'15,6,,2.00 GHz,15 MB
Intel Xeon Processor E5-1630 v3,Launched,Q3'14,4,3.80 GHz,3.70 GHz,10 MB
Intel Xeon Processor E5-2698 v3,Announced,Q3'14,16,3.60 GHz,2.30 GHz,40 MB
Intel Xeon Processor E5-4655 v3,Launched,Q2'15,6,3.20 GHz,2.90 GHz,30 MB
Intel Xeon Processor E5-2408L v3,Launched,Q1'15,4,,1.80 GHz,10 MB
Intel Xeon Processor E5-2697 v3,Launched,Q3'14,14,3.60 GHz,2.60 GHz,35 MB
Intel Xeon Processor E5-1650 v3,Launched,Q3'14,6,3.80 GHz,3.50 GHz,15 MB
Intel Xeon Processor E5-4650 v3,Launched,Q2'15,12,2.80 GHz,2.10 GHz,30 MB
Intel Xeon Processor E5-1660 v3,Launched,Q3'14,8,3.50 GHz,3.00 GHz,20 MB
Intel Xeon Processor E5-4648 v3,Launched,Q2'15,12,2.20 GHz,1.70 GHz,30 MB
Intel Xeon Processor E5-1680 v3,Launched,Q3'14,8,3.80 GHz,3.20 GHz,20 MB
Intel Xeon Processor E5-2695 v3,Launched,Q3'14,14,3.30 GHz,2.30 GHz,35 MB
Intel Xeon Processor E5-4640 v3,Launched,Q2'15,12,2.60 GHz,1.90 GHz,30 MB
Intel Xeon Processor E5-2690 v3,Launched,Q3'14,12,3.50 GHz,2.60 GHz,30 MB
Intel Xeon Processor E5-4627 v3,Launched,Q2'15,10,3.20 GHz,2.60 GHz,25 MB
Intel Xeon Processor E5-2687W v3,Launched,Q3'14,10,3.50 GHz,3.10 GHz,25 MB
Intel Xeon Processor E5-4620 v3,Launched,Q2'15,10,2.60 GHz,2.00 GHz,25 MB
Intel Xeon Processor E5-4610 v3,Launched,Q2'15,10,1.70 GHz,1.70 GHz,25 MB
Intel Xeon Processor E5-2683 v3,Launched,Q3'14,14,3.00 GHz,2.00 GHz,35 MB
Intel Xeon Processor E5-2680 v3,Launched,Q3'14,12,3.30 GHz,2.50 GHz,30 MB
Intel Xeon Processor E5-2670 v3,Launched,Q3'14,12,3.10 GHz,2.30 GHz,30 MB
Intel Xeon Processor E5-2667 v3,Launched,Q3'14,8,3.60 GHz,3.20 GHz,20 MB
Intel Xeon Processor E5-2660 v3,Launched,Q3'14,10,3.30 GHz,2.60 GHz,25 MB
Intel Xeon Processor E5-2658A v3,Launched,Q1'15,12,2.90 GHz,2.20 GHz,30 MB
Intel Xeon Processor E5-2658 v3,Launched,Q3'14,12,2.90 GHz,2.20 GHz,30 MB
Intel Xeon Processor E5-2650L v3,Launched,Q3'14,12,2.50 GHz,1.80 GHz,30 MB
Intel Xeon Processor E5-2650 v3,Launched,Q3'14,10,3.00 GHz,2.30 GHz,25 MB
Intel Xeon Processor E5-2648L v3,Launched,Q3'14,12,2.50 GHz,1.80 GHz,30 MB
Intel Xeon Processor E5-2643 v3,Launched,Q3'14,6,3.70 GHz,3.40 GHz,20 MB
Intel Xeon Processor E5-2640 v3,Launched,Q3'14,8,3.40 GHz,2.60 GHz,20 MB
Intel Xeon Processor E5-2637 v3,Launched,Q3'14,4,3.70 GHz,3.50 GHz,15 MB
Intel Xeon Processor E5-2630L v3,Launched,Q3'14,8,2.90 GHz,1.80 GHz,20 MB
Intel Xeon Processor E5-2630 v3,Launched,Q3'14,8,3.20 GHz,2.40 GHz,20 MB
Intel Xeon Processor E5-2628L v3,Launched,Q3'14,10,2.50 GHz,2.00 GHz,25 MB
Intel Xeon Processor E5-2623 v3,Launched,Q3'14,4,3.50 GHz,3.00 GHz,10 MB
Intel Xeon Processor E5-2620 v3,Launched,Q3'14,6,3.20 GHz,2.40 GHz,15 MB
Intel Xeon Processor E5-2618L v3,Launched,Q3'14,8,3.40 GHz,2.30 GHz,20 MB
Intel Xeon Processor E5-2609 v3,Discontinued,Q3'14,6,,1.90 GHz,15 MB
Intel Xeon Processor E5-2608L v3,Launched,Q3'14,6,,2.00 GHz,15 MB
Intel Xeon Processor E5-2603 v3,Launched,Q3'14,6,,1.60 GHz,15 MB
Intel Xeon Processor E5-4603 v2,Launched,Q1'14,4,2.20 GHz,2.20 GHz,10 MB
Intel Xeon Processor E5-2603 v2,Launched,Q3'13,4,,1.80 GHz,10 MB
Intel Xeon Processor E5-2403 v2,Launched,Q1'14,4,1.80 GHz,1.80 GHz,10 MB
Intel Xeon Processor E5-1620 v2,Launched,Q3'13,4,3.90 GHz,3.70 GHz,10 MB
Intel Xeon Processor E5-4607 v2,Launched,Q1'14,6,2.60 GHz,2.60 GHz,15 MB
Intel Xeon Processor E5-1428L v2,Launched,Q1'14,6,2.70 GHz,2.20 GHz,15 MB
Intel Xeon Processor E5-2609 v2,Launched,Q3'13,4,2.50 GHz,2.50 GHz,10 MB
Intel Xeon Processor E5-2407 v2,Launched,Q1'14,4,2.40 GHz,2.40 GHz,10 MB
Intel Xeon Processor E5-4610 v2,Launched,Q1'14,8,2.70 GHz,2.30 GHz,16 MB
Intel Xeon Processor E5-1650 v2,Launched,Q3'13,6,3.90 GHz,3.50 GHz,12 MB
Intel Xeon Processor E5-2418L v2,Launched,Q1'14,6,2.00 GHz,2.00 GHz,15 MB
Intel Xeon Processor E5-2618L v2,Launched,Q3'13,6,2.00 GHz,2.00 GHz,15 MB
Intel Xeon Processor E5-4620 v2,Launched,Q1'14,8,3.00 GHz,2.60 GHz,20 MB
Intel Xeon Processor E5-2620 v2,Launched,Q3'13,6,2.60 GHz,2.10 GHz,15 MB
Intel Xeon Processor E5-1660 v2,Launched,Q3'13,6,4.00 GHz,3.70 GHz,15 MB
Intel Xeon Processor E5-2420 v2,Launched,Q1'14,6,2.70 GHz,2.20 GHz,15 MB
Intel Xeon Processor E5-4624L v2,Launched,Q1'14,10,2.50 GHz,1.90 GHz,25 MB
Intel Xeon Processor E5-2428L v2,Launched,Q1'14,8,2.30 GHz,1.80 GHz,20 MB
Intel Xeon Processor E5-2628L v2,Launched,Q3'13,8,2.40 GHz,1.90 GHz,20 MB
Intel Xeon Processor E5-4627 v2,Launched,Q1'14,8,3.60 GHz,3.30 GHz,16 MB
Intel Xeon Processor E5-2630 v2,Launched,Q3'13,6,3.10 GHz,2.60 GHz,15 MB
Intel Xeon Processor E5-2430 v2,Launched,Q1'14,6,3.00 GHz,2.50 GHz,15 MB
Intel Xeon Processor E5-4640 v2,Launched,Q1'14,10,2.70 GHz,2.20 GHz,20 MB
Intel Xeon Processor E5-2630L v2,Launched,Q3'13,6,2.80 GHz,2.40 GHz,15 MB
Intel Xeon Processor E5-2430L v2,Launched,Q1'14,6,2.80 GHz,2.40 GHz,15 MB
Intel Xeon Processor E5-2637 v2,Launched,Q3'13,4,3.80 GHz,3.50 GHz,15 MB
Intel Xeon Processor E5-4650 v2,Launched,Q1'14,10,2.90 GHz,2.40 GHz,25 MB
Intel Xeon Processor E5-2440 v2,Launched,Q1'14,8,2.40 GHz,1.90 GHz,20 MB
Intel Xeon Processor E5-2448L v2,Launched,Q1'14,10,2.40 GHz,1.80 GHz,25 MB
Intel Xeon Processor E5-4657L v2,Launched,Q1'14,12,2.90 GHz,2.40 GHz,30 MB
Intel Xeon Processor E5-2640 v2,Launched,Q3'13,8,2.50 GHz,2.00 GHz,20 MB
Intel Xeon Processor E5-2643 v2,Launched,Q3'13,6,3.80 GHz,3.50 GHz,25 MB
Intel Xeon Processor E5-2450 v2,Launched,Q1'14,8,3.30 GHz,2.50 GHz,20 MB
Intel Xeon Processor E5-2450L v2,Launched,Q1'14,10,2.10 GHz,1.70 GHz,25 MB
Intel Xeon Processor E5-2648L v2,Launched,Q3'13,10,2.50 GHz,1.90 GHz,25 MB
Intel Xeon Processor E5-2650 v2,Launched,Q3'13,8,3.40 GHz,2.60 GHz,20 MB
Intel Xeon Processor E5-2470 v2,Launched,Q1'14,10,3.20 GHz,2.40 GHz,25 MB
Intel Xeon Processor E5-2650L v2,Launched,Q3'13,10,2.10 GHz,1.70 GHz,25 MB
Intel Xeon Processor E5-2658 v2,Launched,Q3'13,10,3.00 GHz,2.40 GHz,25 MB
Intel Xeon Processor E5-2660 v2,Launched,Q3'13,10,3.00 GHz,2.20 GHz,25 MB
Intel Xeon Processor E5-2667 v2,Launched,Q3'13,8,4.00 GHz,3.30 GHz,25 MB
Intel Xeon Processor E5-2670 v2,Launched,Q3'13,10,3.30 GHz,2.50 GHz,25 MB
Intel Xeon Processor E5-2680 v2,Launched,Q3'13,10,3.60 GHz,2.80 GHz,25 MB
Intel Xeon Processor E5-2687W v2,Launched,Q3'13,8,4.00 GHz,3.40 GHz,25 MB
Intel Xeon Processor E5-2690 v2,Launched,Q3'13,10,3.60 GHz,3.00 GHz,25 MB
Intel Xeon Processor E5-2695 v2,Launched,Q3'13,12,3.20 GHz,2.40 GHz,30 MB
Intel Xeon Processor E5-2697 v2,Launched,Q3'13,12,3.50 GHz,2.70 GHz,30 MB
Intel Xeon Processor E5-2403,Discontinued,Q2'12,4,,1.80 GHz,10 MB
Intel Xeon Processor E5-2603,Discontinued,Q1'12,4,,1.80 GHz,10 MB
Intel Xeon Processor E5-4603,Discontinued,Q2'12,4,,2.00 GHz,10 MB
Intel Xeon Processor E5-4607,Discontinued,Q2'12,6,,2.20 GHz,12 MB
Intel Xeon Processor E5-2407,Discontinued,Q2'12,4,,2.20 GHz,10 MB
Intel Xeon Processor E5-2418L,Launched,Q2'12,4,2.10 GHz,2.00 GHz,10 MB
Intel Xeon Processor E5-4610,Discontinued,Q2'12,6,2.90 GHz,2.40 GHz,15 MB
Intel Xeon Processor E5-1620,Discontinued,Q1'12,4,3.80 GHz,3.60 GHz,10 MB
Intel Xeon Processor E5-1428L,Discontinued,Q2'12,6,,1.80 GHz,15 MB
Intel Xeon Processor E5-2609,Discontinued,Q1'12,4,,2.40 GHz,10 MB
Intel Xeon Processor E5-4617,Discontinued,Q2'12,6,3.40 GHz,2.90 GHz,15 MB
Intel Xeon Processor E5-2420,Discontinued,Q2'12,6,2.40 GHz,1.90 GHz,15 MB
Intel Xeon Processor E5-2620,Launched,Q1'12,6,2.50 GHz,2.00 GHz,15 MB
